area,crm_cd,vict_age,vict_sex,vict_descent,premis_cd,month,day,temp,humidity,precip,windspeed,winddir,sealevelpressure,cloudcover,visibility,uvindex,moonphase,conditions,sunset_time_difference,sunrise_time_difference,hour_crime_occ
17,624,18,F,B,502,7,7,21.8,68.5,0.0,17.8,250.6,1009.9,15.3,15.0,10,0.93,Clear,7,7,13
5,624,43,M,W,101,8,19,22.4,68.0,0.0,9.0,231.1,1009.9,8.4,16.0,5,0.12,Clear,0,13,20
14,624,63,M,H,203,11,5,16.1,84.0,0.0,7.3,275.7,1014.5,61.0,3.5,6,0.03,Partially cloudy,0,11,18
7,624,34,F,W,501,4,25,22.4,25.8,0.0,17.3,265.5,1013.7,2.1,16.0,9,0.82,Clear,19,5,1
12,624,33,M,H,501,5,13,17.8,75.4,0.0,11.1,225.5,1011.4,50.5,12.1,7,0.79,Partially cloudy,1,13,19
9,624,41,M,W,502,12,11,12.7,46.5,0.0,8.4,3.9,1020.6,0.5,16.0,6,0.25,Clear,14,4,2
3,624,31,F,O,203,11,12,14.6,44.9,0.0,8.6,264.4,1016.9,0.7,16.0,6,0.64,Clear,14,4,2
6,624,51,M,H,108,5,13,17.8,75.4,0.0,11.1,225.5,1011.4,50.5,12.1,7,0.79,Partially cloudy,11,3,9
13,624,39,F,B,501,2,1,20.3,33.3,0.0,12.6,330.1,1021.1,0.2,16.0,7,0.25,Clear,0,11,18
9,624,36,M,O,101,10,13,19.8,80.2,0.0,9.5,232.1,1015.1,85.8,10.9,7,0.63,Partially cloudy,5,17,0
1,624,20,F,H,108,3,28,15.7,39.1,0.0,12.6,235.4,1017.8,12.0,16.0,9,0.25,Clear,5,8,14
16,624,43,F,H,501,12,31,11.6,79.1,0.0,8.6,338.6,1007.1,22.8,15.4,6,0.93,Partially cloudy,4,14,21
2,624,50,M,W,102,12,8,18.0,24.4,0.0,8.8,74.5,1016.7,2.7,15.9,5,0.8,Clear,12,2,5
17,624,30,F,W,102,1,18,17.4,46.0,0.0,8.0,62.8,1009.2,17.2,14.7,6,0.18,Clear,2,8,15
8,624,54,F,W,102,9,3,20.0,73.9,0.0,13.4,263.1,1012.3,43.4,12.3,10,0.9,Partially cloudy,6,7,13
21,624,70,F,W,501,9,2,22.9,79.3,0.773,11.1,162.0,1015.5,99.9,13.2,1,0.59,"Rain, Overcast",6,7,14
3,624,45,F,H,502,3,2,17.3,38.4,0.0,14.0,352.1,1011.2,8.5,16.0,8,0.25,Clear,18,6,0
9,624,60,M,W,502,11,23,14.8,46.9,0.0,6.2,331.8,1017.7,1.6,15.2,4,0.0,Clear,4,15,21
12,624,56,F,B,102,7,26,20.6,74.8,0.0,15.9,254.0,1013.4,53.7,14.0,6,0.93,Partially cloudy,1,14,20
21,624,37,M,H,502,2,5,12.2,28.5,0.0,14.0,267.7,1021.3,1.5,16.0,6,0.39,Clear,3,8,14
2,624,39,F,B,502,1,1,13.4,73.2,12.595,12.7,281.8,1007.8,37.0,15.5,3,0.32,"Rain, Partially cloudy",5,15,22
2,624,62,F,H,501,12,7,14.6,41.0,0.0,1.3,4.8,1015.3,2.7,15.5,2,0.75,Clear,7,17,23
3,624,19,F,B,501,7,3,21.4,65.5,0.0,20.9,259.8,1014.5,0.9,15.8,10,0.45,Clear,2,12,18
19,624,61,M,H,108,6,20,23.4,49.0,0.0,13.5,254.1,1011.1,0.2,15.8,10,0.75,Clear,2,13,18
15,624,40,F,W,108,6,9,17.8,75.0,0.0,11.8,230.5,1016.1,70.1,16.0,4,0.7,Partially cloudy,1,16,22
3,624,19,M,W,102,10,28,17.6,67.6,0.0,15.9,245.2,1019.4,2.1,15.6,7,0.12,Clear,2,9,16
12,624,29,M,H,203,4,30,17.4,64.7,0.0,15.6,258.3,1012.0,0.8,14.7,10,0.0,Clear,6,7,14
9,624,19,M,W,501,12,18,13.6,62.9,0.0,8.4,355.2,1020.5,5.8,16.0,5,0.13,Clear,16,6,1
15,624,26,M,W,108,9,12,22.8,70.2,0.0,12.3,229.5,1012.5,3.6,15.4,6,0.92,Clear,2,11,17
2,624,31,M,H,101,12,29,9.8,83.0,39.57,13.2,86.4,1011.7,89.7,11.8,1,0.86,"Rain, Partially cloudy",2,8,15
2,624,63,F,H,102,6,29,19.9,65.6,0.0,13.3,235.7,1010.8,55.8,16.0,7,0.31,Partially cloudy,7,7,13
17,624,36,F,H,501,6,29,22.8,67.1,0.0,13.1,249.3,1015.2,13.2,14.6,9,0.02,Clear,6,9,14
16,624,28,F,W,101,7,31,23.1,59.7,0.14,16.6,275.5,1011.6,0.9,13.9,10,0.4,Rain,1,12,18
12,624,56,F,H,501,5,1,17.2,69.9,0.0,21.8,232.6,1010.1,34.8,14.9,9,0.03,Partially cloudy,11,3,9
2,624,65,F,W,502,7,31,26.0,66.1,0.0,9.6,203.3,1013.0,9.1,14.4,5,0.47,Clear,9,5,11
8,624,50,M,W,101,9,10,24.1,80.9,6.631,7.2,183.7,1010.2,71.3,15.3,2,0.5,"Rain, Partially cloudy",6,7,13
2,624,54,M,H,101,7,6,21.3,68.1,0.0,13.5,256.2,1012.8,37.8,15.2,10,0.89,Partially cloudy,4,11,16
13,624,18,F,H,502,6,21,20.5,69.6,0.0,17.6,267.8,1013.8,32.5,14.4,10,0.4,Partially cloudy,6,8,14
18,624,70,F,H,502,9,28,20.6,75.3,0.0,14.1,215.3,1011.2,52.8,14.4,6,0.48,Partially cloudy,0,12,19
19,624,52,F,H,102,5,3,18.2,66.0,0.0,10.9,250.9,1010.5,28.4,15.9,10,0.75,Partially cloudy,18,4,2
18,624,40,F,H,108,5,15,20.1,58.9,0.0,20.5,240.5,1012.1,3.3,16.0,9,0.5,Clear,3,11,17
11,624,37,M,W,102,1,19,14.0,79.2,0.0,8.8,283.3,1020.7,51.5,11.7,5,0.56,Partially cloudy,3,14,20
2,624,59,M,H,501,9,18,21.1,68.9,0.0,17.4,202.8,1009.1,59.3,15.9,8,0.77,Partially cloudy,1,14,20
15,624,69,F,H,501,7,30,24.9,69.2,0.0,12.0,188.9,1012.1,8.4,13.7,7,0.43,Clear,4,10,16
3,624,21,F,B,102,8,14,26.5,53.9,0.0,13.4,256.8,1010.5,1.4,15.3,9,0.86,Clear,19,6,1
12,624,56,F,H,501,10,17,19.5,74.4,0.0,18.7,247.3,1015.5,1.7,16.0,7,0.75,Clear,14,3,4
17,624,65,F,H,102,5,20,17.8,59.2,0.0,27.5,290.9,1011.2,75.3,16.0,10,0.31,Partially cloudy,0,14,20
21,624,36,F,O,501,11,9,12.4,48.3,0.0,8.6,336.6,1017.7,0.8,16.0,7,0.82,Clear,0,10,17
13,624,34,F,H,101,10,6,18.9,79.0,0.0,10.6,264.3,1015.2,42.7,14.1,6,0.0,Partially cloudy,9,3,10
11,624,47,M,W,108,10,5,21.6,67.9,0.483,21.9,249.6,1013.8,28.4,16.0,7,0.98,"Rain, Partially cloudy",12,1,6
11,624,29,M,W,108,6,8,19.0,56.7,0.0,19.7,256.2,1015.8,47.4,16.0,10,0.94,Partially cloudy,10,5,10
21,624,18,M,H,203,8,16,23.4,61.6,0.0,14.4,257.5,1009.0,2.2,15.9,9,0.65,Clear,2,11,18
14,624,50,F,O,101,5,2,14.6,62.7,0.0,21.9,238.2,1012.8,47.4,15.9,10,0.41,Partially cloudy,9,5,11
12,624,41,F,H,101,7,7,22.9,61.2,0.0,16.8,262.3,1010.8,10.9,14.8,10,0.58,Clear,2,13,18
15,624,25,F,H,502,10,12,23.6,61.0,0.0,12.0,278.7,1013.7,0.0,15.8,7,0.87,Clear,3,15,22
14,624,26,M,H,501,5,17,17.0,78.9,0.0,17.3,230.1,1012.8,71.0,12.0,9,0.93,Partially cloudy,16,2,4
3,624,13,M,H,102,3,2,11.8,47.7,0.0,13.2,270.7,1017.6,1.4,16.0,5,0.35,Clear,2,10,16
6,624,63,F,B,102,5,8,16.5,66.5,0.0,22.7,240.3,1011.0,53.4,15.5,9,0.25,Partially cloudy,2,16,22
12,624,40,F,B,501,1,22,13.8,68.5,0.0,11.2,195.9,1014.9,65.7,16.0,5,0.31,Partially cloudy,2,8,15
8,624,19,F,B,108,2,3,14.9,44.0,0.0,9.2,281.2,1022.5,4.4,16.0,6,0.44,Clear,4,14,21
18,624,33,F,O,501,3,10,11.4,69.3,20.348,10.6,270.1,1017.6,74.2,14.6,8,0.91,"Rain, Partially cloudy",9,2,8
6,624,64,F,O,502,5,11,15.6,44.4,0.0,23.8,272.6,1018.7,1.4,16.0,10,0.36,Clear,3,10,16
13,624,32,F,H,502,1,30,17.3,28.8,0.0,9.8,308.2,1018.6,1.8,16.0,5,0.19,Clear,3,13,20
9,624,53,M,W,502,6,8,24.8,17.5,0.0,15.4,323.9,1014.0,0.5,16.0,10,0.6,Clear,5,10,15
1,624,43,M,B,203,12,20,16.8,26.0,0.0,8.1,357.1,1019.6,0.0,16.0,5,0.2,Clear,5,4,11
10,624,39,M,H,203,6,26,19.9,71.8,0.0,13.8,262.4,1011.8,51.3,15.3,10,0.2,Partially cloudy,6,9,14
1,624,58,M,B,502,7,3,19.8,66.4,0.0,12.5,249.1,1012.7,22.3,16.0,10,0.16,Partially cloudy,12,2,8
3,624,29,F,B,502,1,10,14.2,87.3,28.554,24.1,196.9,1017.7,71.8,11.1,2,0.63,"Rain, Partially cloudy",0,10,17
4,624,43,M,H,501,7,23,23.3,68.9,0.0,19.1,255.3,1015.9,29.1,14.0,10,0.5,Partially cloudy,1,15,21
1,624,19,M,H,101,11,28,16.0,52.4,0.0,6.5,280.0,1020.3,0.2,15.6,6,0.82,Clear,16,6,0
6,624,32,F,W,102,12,7,15.1,74.1,0.316,10.1,69.5,1014.8,71.3,12.4,4,0.12,"Rain, Partially cloudy",16,6,1
11,624,15,F,H,501,8,6,21.1,64.4,0.0,19.0,283.0,1012.1,53.3,16.0,10,0.6,Partially cloudy,9,5,11
10,624,22,M,O,501,5,24,19.1,68.2,0.0,23.3,253.2,1012.7,11.6,14.8,10,0.07,Clear,6,8,14
6,624,27,F,O,203,9,1,21.1,71.6,0.0,12.0,269.3,1010.3,70.9,14.3,6,0.83,Partially cloudy,4,9,15
9,624,33,M,H,108,7,18,23.3,67.8,0.0,13.9,254.0,1013.5,4.1,15.9,9,0.67,Clear,10,4,10
14,624,28,M,H,102,3,18,14.0,67.2,0.0,17.1,258.6,1019.7,1.6,16.0,8,0.17,Clear,5,17,0
13,624,56,F,H,102,10,31,18.1,64.4,0.0,9.3,273.5,1012.2,4.1,15.4,6,0.25,Clear,3,8,15
8,624,28,M,W,101,9,12,21.6,67.3,0.0,25.1,256.8,1012.1,0.7,15.2,9,0.21,Clear,4,16,23
6,624,34,M,O,108,9,29,20.1,70.9,0.0,9.8,175.7,1010.8,89.1,15.6,2,0.5,Partially cloudy,2,10,17
14,624,43,F,B,101,10,14,17.5,44.3,0.0,11.8,274.3,1015.0,0.0,16.0,8,0.29,Clear,1,12,19
19,624,39,F,H,501,8,26,23.7,70.3,0.0,12.5,272.5,1007.2,12.5,13.1,9,0.27,Clear,3,16,22
9,624,26,M,H,502,11,26,14.7,50.3,0.0,5.3,96.8,1018.9,1.0,15.9,4,0.1,Clear,0,10,17
20,624,74,F,H,102,4,4,15.3,74.2,0.0,8.9,251.5,1012.9,43.6,14.9,8,0.11,Partially cloudy,6,6,13
1,624,51,F,B,102,1,6,14.2,64.9,0.0,7.8,289.1,1019.1,2.4,13.8,6,0.75,Clear,3,7,14
14,624,30,M,W,101,6,18,19.1,60.5,0.0,27.5,240.2,1011.9,24.7,16.0,10,0.65,Partially cloudy,2,16,22
14,624,59,M,W,101,10,31,19.5,56.6,0.0,6.5,308.0,1015.5,1.4,14.0,7,0.5,Clear,17,6,1
21,624,30,M,H,101,9,3,20.0,73.9,0.0,13.4,263.1,1012.3,43.4,12.3,10,0.9,Partially cloudy,1,14,20
13,624,23,M,B,501,8,17,23.8,70.6,0.0,18.9,256.7,1010.0,33.3,8.7,9,0.33,Partially cloudy,10,3,10
19,624,62,F,H,108,12,3,13.7,78.4,0.0,11.9,265.9,1019.1,65.5,6.8,5,0.0,Partially cloudy,1,9,16
11,624,38,M,H,102,9,21,21.4,60.1,0.0,23.3,257.7,1013.1,1.1,16.0,9,0.87,Clear,1,13,20
13,624,31,M,H,501,1,25,15.1,75.6,0.0,9.7,274.7,1017.2,43.8,4.8,6,0.03,Partially cloudy,3,7,14
14,624,88,M,H,501,4,10,13.8,66.4,5.771,14.8,58.8,1015.3,67.0,15.5,6,0.59,"Rain, Partially cloudy",11,2,8
6,624,69,F,W,101,4,7,17.1,64.3,0.0,22.7,241.3,1017.1,4.3,15.5,10,0.85,Clear,3,9,16
16,624,59,M,W,101,4,18,21.9,40.0,0.0,14.5,298.7,1014.9,0.1,15.5,10,0.22,Clear,8,5,11
14,624,55,M,H,101,5,20,18.7,75.5,0.0,10.6,241.3,1017.8,77.5,12.7,7,0.04,Partially cloudy,3,17,23
8,624,46,M,W,502,5,5,17.0,74.5,0.0,17.7,261.5,1015.4,37.8,11.9,9,0.16,Partially cloudy,2,16,22
7,624,30,F,B,203,3,29,12.2,72.4,12.095,17.2,182.6,1014.0,75.4,12.5,9,0.26,"Rain, Partially cloudy",4,8,15
9,624,64,F,H,502,5,24,17.9,72.5,0.0,8.9,246.9,1010.0,52.3,12.6,9,0.8,Partially cloudy,7,7,13
12,624,63,M,B,102,5,21,18.3,77.3,0.0,17.4,234.9,1015.7,67.6,12.9,7,0.07,Partially cloudy,2,12,18
3,624,59,M,H,501,7,12,23.1,69.4,0.0,16.4,251.7,1011.4,24.8,14.7,9,0.1,Partially cloudy,3,17,23
1,624,23,M,A,502,6,25,20.6,64.8,0.0,16.8,259.8,1012.9,2.7,15.7,10,0.53,Clear,1,15,21
1,624,60,M,B,502,1,10,15.9,28.9,0.0,8.8,6.8,1025.3,2.7,16.0,4,0.26,Clear,9,1,8
13,624,59,F,H,501,8,22,22.9,69.6,0.0,19.4,239.2,1013.6,1.6,16.0,7,0.22,Clear,2,15,22
12,624,17,M,H,101,4,6,16.1,67.9,0.0,14.1,259.4,1014.7,23.8,15.2,9,0.81,Partially cloudy,2,14,21
20,624,22,M,A,501,7,11,22.1,63.3,0.0,14.3,242.3,1014.2,9.6,14.6,7,0.79,Clear,17,3,3
10,624,20,M,O,502,9,24,20.2,75.2,0.0,17.4,240.9,1015.6,20.5,11.0,6,0.34,Partially cloudy,5,7,14
3,624,38,F,B,502,5,16,17.8,69.9,0.0,18.9,227.2,1013.0,26.8,15.1,9,0.52,Partially cloudy,2,16,22
7,624,35,F,H,102,6,11,20.5,72.9,0.0,12.4,244.3,1012.3,11.2,14.0,9,0.41,Clear,7,8,13
18,624,27,M,H,101,9,16,20.3,78.5,0.0,9.2,250.8,1014.7,98.9,14.4,2,0.06,Overcast,4,8,15
7,624,71,M,W,102,9,18,18.2,72.1,0.0,20.5,257.7,1016.6,22.4,16.0,9,0.42,Partially cloudy,8,4,11
3,624,60,M,B,501,3,2,17.3,38.4,0.0,14.0,352.1,1011.2,8.5,16.0,8,0.25,Clear,1,11,17
17,624,48,M,W,203,8,18,22.6,71.6,0.02,8.7,232.1,1011.5,99.1,13.3,5,0.37,"Rain, Overcast",1,12,18
20,624,48,F,H,203,3,7,14.6,67.7,0.0,11.7,224.2,1017.1,78.1,15.8,4,0.8,Partially cloudy,4,8,14
5,624,61,M,H,101,3,25,13.8,39.9,0.0,16.3,292.4,1019.0,14.1,16.0,9,0.13,Clear,6,6,13
13,624,11,M,H,102,7,18,23.3,67.8,0.0,13.9,254.0,1013.5,4.1,15.9,9,0.67,Clear,12,3,8
13,624,67,M,B,502,11,8,15.7,75.9,0.0,9.9,165.5,1017.9,43.4,10.5,6,0.14,Partially cloudy,4,15,21
18,624,64,F,B,502,3,4,14.0,69.2,0.089,20.5,246.2,1013.9,63.8,15.8,5,0.07,"Rain, Partially cloudy",6,17,0
2,624,32,M,W,102,8,11,23.7,60.7,0.0,17.7,273.0,1013.3,4.1,12.1,9,0.12,Clear,3,10,17
18,624,82,F,H,501,6,15,18.5,74.0,0.0,8.8,239.4,1013.2,99.8,15.7,2,0.91,Overcast,3,12,18
14,624,68,M,O,108,8,22,27.7,58.9,0.0,20.1,242.0,1009.9,4.7,10.1,9,0.13,Clear,10,3,9
6,624,53,F,H,108,4,12,16.4,67.9,0.0,20.5,256.1,1009.8,98.8,14.9,9,0.02,Overcast,7,6,13
12,624,39,F,B,101,2,18,14.2,36.5,0.0,14.2,257.7,1024.8,0.3,16.0,7,0.23,Clear,8,3,10
1,624,48,M,W,102,9,10,26.5,54.8,0.0,22.2,225.9,1012.7,6.5,16.0,7,0.86,Clear,12,0,7
13,624,41,F,H,101,4,29,19.9,71.7,0.0,15.7,258.9,1014.8,44.0,9.6,9,0.23,Partially cloudy,4,10,16
6,624,61,M,H,102,9,25,23.7,64.2,0.0,14.7,238.4,1014.5,1.8,15.9,8,0.0,Clear,11,1,8
16,624,37,F,H,108,10,27,18.5,50.7,0.0,8.4,287.0,1019.2,0.0,16.0,7,0.73,Clear,1,10,17
1,624,65,M,H,501,1,11,12.8,67.3,0.0,7.8,36.2,1020.3,26.1,15.4,5,0.54,Partially cloudy,2,12,19
1,624,52,M,B,502,8,15,27.7,54.9,0.0,8.1,275.1,1008.9,1.2,15.1,9,0.89,Clear,5,8,14
21,624,24,F,W,501,3,8,14.1,39.2,0.0,25.2,264.2,1019.0,1.1,16.0,8,0.2,Clear,4,7,14
2,624,48,F,B,108,10,28,17.6,67.6,0.0,15.9,245.2,1019.4,2.1,15.6,7,0.12,Clear,2,9,16
17,624,51,F,W,501,12,28,9.6,80.6,43.571,17.9,78.0,1012.1,92.6,11.0,4,0.46,"Rain, Overcast",2,8,15
12,624,31,M,B,102,1,12,15.7,54.9,0.0,9.9,26.8,1021.8,4.1,16.0,4,0.7,Clear,9,1,8
18,624,26,M,W,501,7,11,24.2,59.4,0.0,18.9,267.7,1014.1,2.9,14.6,10,0.71,Clear,2,12,18
14,624,28,M,H,101,6,28,22.3,69.8,0.0,14.6,249.4,1005.6,27.0,13.7,10,0.63,Partially cloudy,2,13,18
9,624,73,M,W,501,12,12,11.9,54.2,0.0,6.9,310.7,1016.9,0.6,16.0,5,0.29,Clear,5,15,22
12,624,53,F,H,501,4,2,15.0,77.0,0.0,12.8,258.9,1015.6,84.0,14.4,5,0.05,Partially cloudy,18,5,2
2,624,62,F,H,102,11,15,15.1,46.5,0.0,11.2,331.1,1019.5,0.5,16.0,4,0.74,Clear,4,6,13
10,624,39,F,W,502,8,13,24.5,57.9,0.0,7.5,274.1,1016.4,0.9,11.2,10,0.19,Clear,1,15,21
11,624,24,M,H,101,2,1,13.4,73.3,0.0,9.4,36.8,1011.9,40.8,12.4,5,0.02,Partially cloudy,6,4,11
15,624,66,M,O,203,1,3,10.8,50.8,0.0,7.0,320.8,1022.5,1.1,16.0,6,0.03,Clear,7,17,0
11,624,53,M,B,502,4,10,15.7,78.3,0.0,9.6,231.8,1017.2,45.6,9.2,9,0.66,Partially cloudy,0,13,19
16,624,34,M,H,502,7,4,22.4,62.1,0.0,15.7,262.2,1014.2,2.4,14.5,10,0.5,Clear,3,17,23
15,624,16,F,B,102,2,11,13.1,61.6,0.0,12.6,199.6,1013.2,26.9,15.7,5,0.71,Partially cloudy,4,7,14
18,624,26,M,H,101,2,11,13.3,72.6,0.0,10.9,264.0,1016.4,20.3,12.1,7,0.0,Partially cloudy,0,11,18
7,624,72,M,W,101,8,2,23.9,56.0,0.0,19.9,264.9,1015.3,0.3,14.0,10,0.81,Clear,5,9,15
2,624,76,M,H,101,5,3,14.4,60.6,0.0,17.8,232.9,1012.5,35.4,16.0,7,0.44,Partially cloudy,6,8,14
10,624,47,M,O,101,10,20,24.5,44.8,0.0,14.6,245.3,1012.9,3.4,15.9,7,0.85,Clear,8,3,10
12,624,65,M,W,203,6,12,20.0,66.7,0.0,18.7,250.4,1016.1,28.7,15.6,10,0.75,Partially cloudy,6,9,14
17,624,59,M,W,501,9,27,18.2,77.1,0.0,7.6,280.3,1016.0,99.9,15.1,1,0.72,Overcast,0,12,18
17,624,30,F,W,502,8,15,27.7,54.9,0.0,8.1,275.1,1008.9,1.2,15.1,9,0.89,Clear,0,14,20
3,624,30,F,H,501,3,3,11.5,69.2,0.0,16.7,241.1,1015.8,2.1,16.0,5,0.38,Clear,2,10,16
16,624,45,M,H,501,3,2,17.8,37.7,0.0,8.6,260.0,1015.4,2.6,16.0,8,0.0,Clear,0,12,18
19,624,64,M,B,501,2,2,13.3,42.2,0.0,7.9,261.3,1025.3,3.9,15.9,4,0.4,Clear,2,9,16
18,624,39,M,H,501,7,17,24.0,69.4,0.0,19.5,239.3,1012.7,8.8,14.7,7,0.0,Clear,1,15,21
2,624,27,M,H,502,8,7,23.9,67.3,0.0,10.7,221.3,1015.8,35.8,11.7,6,0.71,Partially cloudy,9,4,11
12,624,28,F,B,501,2,2,16.9,51.6,0.0,10.4,324.2,1013.1,21.0,15.9,6,0.29,Partially cloudy,1,12,19
20,624,75,F,H,502,3,31,18.6,55.1,0.0,12.0,262.8,1015.8,2.8,15.8,6,0.25,Clear,2,14,21
3,624,42,F,H,102,6,12,20.2,73.3,0.0,18.4,243.6,1010.4,27.8,13.2,9,0.44,Partially cloudy,1,13,19
12,624,45,F,H,502,12,6,14.0,42.3,0.0,11.5,281.1,1020.8,1.3,15.5,6,0.73,Clear,1,11,18
5,624,62,F,H,108,9,22,19.2,70.0,0.0,10.8,249.5,1014.9,6.8,14.0,6,0.25,Clear,6,6,13
2,624,20,F,H,101,11,6,15.3,82.0,0.0,11.4,253.5,1016.8,68.8,4.2,6,0.07,Partially cloudy,2,9,16
3,624,60,F,B,501,11,18,15.3,77.8,0.0,10.6,308.3,1018.4,53.7,12.2,6,0.12,Partially cloudy,4,14,20
20,624,27,F,H,502,4,6,21.6,59.6,0.0,10.6,265.9,1014.0,0.6,14.4,9,0.18,Clear,1,13,20
18,624,29,F,H,501,11,5,14.6,57.1,0.0,11.1,265.8,1017.2,2.6,16.0,6,0.4,Clear,9,1,9
10,624,20,M,H,101,8,9,22.5,67.3,0.0,18.2,258.5,1012.2,16.8,9.5,10,0.04,Clear,4,18,0
13,624,25,F,B,501,9,14,19.0,73.9,0.0,11.6,271.7,1012.5,34.3,11.0,9,0.28,Partially cloudy,2,14,21
16,624,46,M,H,501,5,10,17.7,71.5,0.0,13.4,238.5,1012.1,82.4,15.9,4,0.97,Partially cloudy,2,16,22
1,624,29,M,B,203,7,17,24.0,69.4,0.0,19.5,239.3,1012.7,8.8,14.7,7,0.0,Clear,5,9,15
21,624,16,M,H,502,12,3,13.7,78.4,0.0,11.9,265.9,1019.1,65.5,6.8,5,0.0,Partially cloudy,2,8,15
3,624,55,M,H,101,8,6,22.7,68.3,0.0,6.8,287.8,1012.6,28.4,9.6,10,0.94,Partially cloudy,9,5,11
1,624,29,M,B,101,1,12,13.5,65.3,0.0,12.8,265.5,1018.1,17.2,14.7,5,0.57,Clear,0,10,17
3,624,57,F,H,501,1,26,15.0,73.0,0.0,8.0,277.6,1020.4,77.1,6.4,3,0.06,Partially cloudy,4,7,14
1,624,52,M,O,102,1,2,11.2,41.2,0.0,10.9,3.4,1023.9,0.0,16.0,6,0.0,Clear,2,8,14
7,624,22,M,H,101,7,15,22.9,66.5,0.0,15.4,229.1,1010.8,4.5,15.2,7,0.93,Clear,16,1,4
15,624,26,M,W,101,6,25,20.2,70.7,0.0,17.2,263.2,1010.1,55.9,14.7,10,0.16,Partially cloudy,9,5,11
7,624,27,M,O,203,11,13,14.3,63.6,0.0,17.1,261.2,1018.8,1.8,15.7,6,0.95,Clear,2,8,14
20,624,57,F,H,502,6,18,19.2,68.8,0.0,18.1,243.2,1013.4,63.5,15.5,8,0.92,Partially cloudy,18,4,2
13,624,34,M,H,101,4,2,15.0,77.0,0.0,12.8,258.9,1015.6,84.0,14.4,5,0.05,Partially cloudy,1,14,20
4,624,19,F,H,502,8,24,23.6,75.5,0.0,13.9,256.2,1010.3,41.0,12.7,9,0.2,Partially cloudy,2,15,21
19,624,20,M,H,502,8,26,23.0,65.9,0.0,11.5,250.0,1013.1,2.6,15.1,10,0.35,Clear,15,2,4
4,624,24,M,W,502,10,14,19.2,82.1,0.0,5.3,205.7,1011.1,98.4,14.6,3,0.66,Overcast,4,7,14
3,624,30,M,H,502,7,7,22.9,61.2,0.0,16.8,262.3,1010.8,10.9,14.8,10,0.58,Clear,3,17,23
4,624,39,F,W,502,6,2,18.5,66.1,0.0,15.4,243.5,1014.5,59.6,16.0,7,0.46,Partially cloudy,19,5,1
1,624,30,F,A,101,7,10,21.8,68.7,0.0,12.3,243.5,1015.5,1.7,16.0,9,0.4,Clear,2,16,22
11,624,40,F,W,102,1,20,15.8,64.4,0.0,8.7,55.8,1017.7,43.7,15.7,3,0.86,Partially cloudy,6,4,11
5,624,32,F,H,101,8,11,24.4,57.2,0.0,16.2,248.8,1014.2,2.6,16.0,9,0.5,Clear,9,5,11
7,624,34,M,W,203,12,29,11.3,58.8,0.0,13.4,339.0,1019.0,0.9,16.0,5,0.5,Clear,2,8,15
1,624,17,F,H,502,12,29,14.3,78.3,0.123,9.7,108.5,1015.7,95.3,15.7,1,0.25,"Rain, Overcast",2,8,14
5,624,52,M,H,203,7,6,21.3,68.1,0.0,13.5,256.2,1012.8,37.8,15.2,10,0.89,Partially cloudy,0,14,20
18,624,51,F,H,101,7,6,19.2,71.3,0.0,16.9,230.3,1012.9,29.4,13.2,8,0.62,Partially cloudy,2,17,23
20,624,37,M,A,203,11,22,16.0,66.6,0.0,6.8,12.0,1013.4,1.4,12.8,6,0.25,Clear,2,12,19
12,624,51,M,W,502,2,25,11.2,41.2,0.0,12.8,262.9,1022.0,0.8,16.0,7,0.83,Clear,1,10,17
17,624,12,M,H,102,3,30,15.1,74.2,0.0,21.9,257.9,1016.7,39.2,16.0,9,0.95,Partially cloudy,4,8,15
4,624,75,F,H,101,10,1,27.9,41.9,0.0,12.2,291.9,1011.5,0.0,15.0,8,0.5,Clear,6,6,13
21,624,70,M,W,501,4,1,22.4,19.3,0.0,9.0,3.4,1011.9,5.6,16.0,8,0.64,Clear,11,2,9
2,624,27,M,B,502,10,23,19.9,67.6,0.0,8.7,275.6,1014.0,70.4,13.7,3,0.25,Partially cloudy,16,5,2
10,624,18,F,H,501,12,20,16.8,26.0,0.0,8.1,357.1,1019.6,0.0,16.0,5,0.2,Clear,0,10,17
21,624,29,F,H,108,6,7,17.8,66.5,0.0,11.9,141.4,1012.9,98.7,15.7,5,0.91,Overcast,3,11,17
17,624,48,M,O,501,10,8,21.1,81.0,0.0,17.5,234.7,1016.6,40.8,10.2,7,0.46,Partially cloudy,3,14,21
6,624,20,F,W,102,7,24,20.0,68.5,0.0,21.9,262.9,1012.7,36.7,14.6,10,0.15,Partially cloudy,4,10,16
18,624,63,F,B,102,5,23,16.3,75.0,0.0,22.8,251.8,1012.7,61.9,14.7,9,0.77,Partially cloudy,14,0,6
4,624,20,F,H,501,10,29,19.6,46.1,0.0,6.5,358.1,1015.3,0.3,15.8,7,0.44,Clear,4,15,22
9,624,66,M,H,108,6,20,19.0,71.8,0.0,11.5,256.2,1015.1,83.5,16.0,10,0.0,Partially cloudy,3,18,23
17,624,17,F,H,101,8,3,22.2,71.1,0.0,13.3,251.4,1012.8,4.6,15.9,9,0.21,Clear,2,12,18
9,624,65,F,H,502,3,24,18.3,20.3,0.0,22.3,293.0,1013.1,1.8,16.0,9,0.37,Clear,8,4,11
19,624,32,F,A,108,8,17,25.8,64.8,0.0,12.5,265.3,1011.8,2.0,14.5,8,0.96,Clear,5,8,14
